"en","Comment"
"///{Rinoa}
“Oh, nothing.”{NewPage}“You don't care about
 other people's past.”",""
"///(What the...?)",""
"///(Oh... I get it.)",""
"///{Squall}
“You mean...
 Seifer?”",""
"///{Rinoa}
“Jealous now?”",""
"(Am I?)
(Yeah, I'm jealous)
(Nah...)",""
"///{Squall}
“Curious, maybe.”",""
"///{Rinoa}
“Hahaha...”",""
"///{Squall}
“You're acting strange.”",""
"///{Rinoa}
“You don't have to worry.
 It's all in the past now.”",""
"///(All in the past...)",""
"///(I guess so.)",""
"///{Squall}
“Nah, not really.”",""
"///{Rinoa}
“Not even a little bit?”",""
"///{Rinoa}
“I guess it doesn't matter.”",""
"///(What do you want me to say?)",""
"///(What can I do?)",""
"{Squall}
“You should get to your seat now.”",""
"{Rinoa}
“Just a little longer.”",""
"(You're trembling...)",""
"{Rinoa}
“How long do you think it'll be?”",""
"{Squall}
“No idea...”",""
"{Squall}
“There's not much we can do.”",""
"{Rinoa}
“When we land...
 Please, don't start a fight...”",""
"{Squall}
“......?”",""
"{Squall}
“I don't want them
 to take you.”",""
"{Squall}
“What are you gonna do?”",""
"{Rinoa}
“The RIGHT thing, {Squall}.”",""
"{Squall}
“But, that doesn't mean
 giving up!”",""
"{Rinoa}
“This time it does...”",""
"{Squall}
“Don't do this...”",""
"“Ragnarok,
 Please respond.”",""
"{Squall}
“I'm here!”",""
"“We have some questions.”",""
"“We're assessing our losses.”",""
"“We have a good idea what
 happened.”",""
"“You said you were from
 the Lunar Station, correct?”",""
"“How many of you are there?”",""
"{Squall}
“Just two.”",""
"“...Your names?”",""
"{Squall}
“{Squall} Leonhart. 
 From {Balamb} Garden.”",""
"“And the other?”",""
"{Squall}
“...{Rinoa}.”",""
"“{Rinoa}...!?
 We'll send an escort!”",""
"(They all know...)",""
"{Rinoa}
“See, {Squall}.
 They're gonna bring soldiers.”",""
"“Ragnarok?”",""
"{Rinoa}
“I wish that I could stay
 with you, forever...”",""
"({Rinoa}...)",""
"{Rinoa}
“I'm gonna give myself up.
 Please, don't interfere.”",""
"“The sorceress will be
 seized upon arrival.”",""
"{Rinoa}
“I...don't want to be sealed away.”",""
"“We trust you'll
 cooperate.”",""
"{Rinoa}
“{Squall}...I'm scared.”",""
"{Squall}
“Don't cry...{Wait048}don't cry...”",""
"{Rinoa}
“Goodbye, {Squall}.”",""
"#rgexit1","829"
"test",""
"#rgexit2","830"
"Test",""
"Xu
“{Squall}!”",""
"Xu
“{Squall}!  Quistis!”",""
"Quistis
“Xu!”",""
"Xu
“Oh, am I glad to see you!
 I wanted {Squall} to play cards
 with the CC group members.”{NewPage}“And when I got here...
 no one was around.
 Then all that ruckus
 started outside.”{NewPage}“What on earth is going on?
 Is this all because of
 that Sorceress Ultimecia?”",""
"Quistis
“Yes.  Time compression has begun.”{NewPage}“We must get to Ultimecia before she
 begins compressing time in this world.”",""
"{Squall}
“Yeah, time compression is starting.”{NewPage}“We have to kill Ultimecia before she
 begins compressing time in this world.”",""
"Xu
“Hmmm...
 Sounds serious.”{NewPage}“Go kick some butt!!!”",""
"Xu
“Oh, {Squall}.
 Since the CC members are all here...”{NewPage}“Why don't you play a
 hand with us?
 We all learned rules
 from around the world.”{NewPage}“And Quistis... I mean,
 Cardmaster King will play in the
 airlock.”",""
"Quistis
“Alright,
 sure.”",""
"Xu
“I wonder if everyone at
 the Garden is all right?”",""
"Xu
“Go defeat Ultimecia!
 I'm behind you 100%.”",""
"Xu
“Welcome back!
 Is the situation any better?”",""
"Xu
“What? You wanna play cards, now?
 That's the spirit!”
Yes
No",""
"Xu
“Just a sec.
 I'm choosing my cards.”",""
"Xu
“OK.”",""
"Xu
“{Squall}...
 You need to have at least
 5 cards to play.”",""
"Xu
“Oh, {Balamb}'s rules?
 OK, let's include that.”",""
"Xu
“Oh, {Galbadia}'s rules?
 OK, let's include that.”",""
"Xu
“Oh, {Trabia}'s rules?
 OK, let's include that.”",""
"Xu
“Oh, {Centra}'s rules?
 OK, let's include that.”",""
"Xu
“Oh, {Dollet}'s rules?
 OK, let's include that.”",""
"Xu
“Oh, FH's rules?
 OK, let's include that.”",""
"Xu
“Oh, Lunar's rules?
 OK, let's include that.”",""
"Xu
“Oh, {Esthar}'s rules?
 OK, let's include that.”",""
"Xu
“Let's use the {Blue}‘open'{White} rule.”",""
"Xu
“Let's use the {Blue}‘same' rule.”",""
"Xu
“Let's use the {Blue}‘plus'{White} rule.”",""
"Xu
“Let's use the {Blue}‘random'{White} rule.”",""
"Xu
“Let's use the {Blue}‘sudden death'{White} rule.”",""
"Xu
“Let's use the {Blue}‘retry'{White} rule.”",""
"Xu
“Let's use the {Blue}‘same wall'{White} rule.”",""
"Xu
“Let's use the {Blue}‘elemental'{White} rule.”",""
"Xu
“No more {Blue}‘open'{White} rule.”",""
"Xu
“No more {Blue}‘same'{White} rule.”",""
"Xu
“No more {Blue}‘plus'{White} rule.”",""
"“No more {Blue}‘random'{White} rule.”",""
"Xu
“No more {Blue}‘sudden death'{White} rule.”",""
"Xu
“No more {Blue}‘retry'{White} rule.”",""
"Xu
“No more {Blue}‘same wall'{White} rule.”",""
"Xu
“No more {Blue}‘elemental'{White} rule.”",""
"“{Balamb}”",""
"“{Galbadia}”",""
"“{Trabia}”",""
"“{Centra}”",""
"“{Dollet}”",""
"“FH”",""
"“Lunar”",""
"“{Esthar}”",""
"“No optional rules”",""
"#rgguest1","831"
"“Test”
 Change Quistis' dialogue to harmonize and 
 contrast with their conversation on the
 overlook after the dance. ",""
"“Test”",""
"{Squall}
“Quistis...”",""
"{Quistis}
“I'm home.”",""
"{Squall}
“I'm glad you're all right.”",""
"{Quistis}
“Well... A lot of things happened.”",""
"{Quistis}
“I was unconscious for a while after
 the escape pod touched down.”",""
"{Quistis}
“When I came to, a crew from {Esthar}
 was there to recover any surviors.”",""
"(So, everyone made it safely?)",""
"(Ellone...?)",""
"{Quistis}
“And, yes, Ellone and Piet were unharmed.”{NewPage}{Quistis}
“They've been taken to Esthar City.”",""
"{Quistis}
“The Esthar rescue crew
 brought me here.”",""
"{Quistis}
“They told us about this ship,
 and that you were all safe.”",""
"{Squall}
“I see.”",""
"{Quistis}
“{Squall}...{Wait032}I wanted to ask you
 something...{Wait048}personal.”",""
"{Quistis}
“When you jumped out into
 space to save {Rinoa}...”{NewPage}{Quistis}
“What, exactly, was going
 through your mind?”",""
"{Squall}
“I don't know...{Wait048}
 It all happened so fast...”{NewPage}{Squall}
“I guess I just wanted to save her life,
 regardless of what it cost me.”",""
"{Quistis}
“I...{Wait048}I'm glad {Rinoa} has someone so brave.
 Someone like you...”{NewPage}{Quistis}
“...who's willing to do whatever it takes,
 all just to make sure that she's safe.”",""
"{Quistis}
“Oh well...”",""
"{Quistis}
“So, where is the little Forest Owl,
 anyway?”",""
"({Rinoa}'s......)",""
"{Squall}
“Selphie!”",""
"{Selphie}
“Whoo-hoo!  I'm back!”",""
"{Squall}
“I'm glad you're safe.”",""
"{Selphie}
“It was soooo bad!”",""
"{Selphie}
“The impact from the landing
 knocked me out cold.”",""
"{Selphie}
“When I woke up, there were some
 guys from {Esthar} helping us out.”",""
"{Selphie}
“Ellone and that Piet guy
 went back to {Esthar} City.”",""
"{Selphie}
“And the rescue crew agreed
 to drop me off here!”{NewPage}“I found a chocobo, so I went
 for a run, then I came upon this
 ship.  And there you were, {Squall}!”",""
"{Selphie}
“Hey, does this ship still move?
 Can we fly it?”",""
"{Squall}
“Yeah.
 We got here just fine.”",""
"{Selphie}
“Cool!”{NewPage}{Selphie}
“Hey, {Squall}....”",""
"{Selphie}
“That was really scary, when you
 jumped out into space to save {Rinoa}.”",""
"{Selphie}
“But it was also SUPER romantic.
 Just like a hero from a storybook!”",""
"{Selphie}
“So....{Wait032}where is your
 Leading Lady, anyway?”",""
"{Squall}
“Irvine!”",""
"{Irvine}
“Hey, I'm back!”",""
"{Squall}
“How did you get here?”",""
"{Irvine}
“Ahh...{Wait032} I was just fiddling around
 inside the escape pod.”",""
"{Irvine}
“Then the impact from the landing
 knocked me out for a while.”",""
"{Irvine}
“When I came to, a recovery crew from
 {Esthar} was there, looking for survivors.”",""
"{Irvine}
“They extracted Ellone and Piet.
 Neither of them were seriously injured...”",""
"{Irvine}
“And then the rescue crew took
 them both back to Esthar City.”",""
"{Irvine}
“They also told me about this ship,
 and about you and {Rinoa}.”{NewPage}{Irvine}
“And they were willing to give me
 a ride all the way here.”",""
"{Irvine}
“{Squall}....”",""
"{Irvine}
“When you jumped out into space,
 it seemed pretty crazy...”{NewPage}{Irvine}
“I really thought you were
 making a bad call...”",""
"{Irvine}
“But in the end, somehow, you made it.
 It kinda got me thinking...”{NewPage}{Irvine}
“I wondered if I would be willing
 to try something as crazy as that...”{NewPage}{Irvine}
“...if it ever came down to saving my
 own hide, or the woman I loved...”",""
"{Irvine}
“Hey, speaking of...{Wait064}
 where is {Rinoa}?”",""
"{Zell}
“S'up {Squall}!!!”",""
"{Zell}
“So glad you're safe!”",""
"{Squall}
“Yeah, somehow I made it back.”",""
"{Zell}
“Well, I hate to tell you this now, but
 we've got major problems down here.”",""
"{Zell}
“Oh, (ahem),
 I mean...”{NewPage}{Zell}
“If you're ready for my
 report, Sir...”",""
"{Zell}
“After you left for space, the Lunatic
 Pandora showed up in Esthar.”",""
"{Zell}
“{Galbadia}n soldiers were protecting it.
 I didn't see {Seifer}, but I bet he's with 'em.”",""
"({Seifer}...{Wait032}of course
 he's leading them...)",""
"{Zell}
“And, ah...”",""
"{Zell}
“The Lunar Cry brought tons of really
 strong monsters down to the planet.”",""
"{Zell}
“Now the entire Esthar continent
 is infested with them...”",""
"{Zell}
“And {Esthar} City is in danger.
 It's being overrun.”",""
"{Zell}
“Also, the Lunar Cry brought down the
 tomb that contained Sorceress Adel.”{NewPage}{Zell}
“And it landed somewhere inside the
 Lunatic Pandora itself.”",""
"{Zell}
“Dr. Odine was worried that it may
 have somehow been intentional...”",""
"{Zell}
“That could mean...”",""
"{Squall}
“{Zell}, that's enough for now.”",""
"{Zell}
“But {Squall}!”",""
"{Squall}
“I know.
 I know we've got problems.”",""
"{Squall}
“But I can't think right now.”",""
"{Selphie}
“What's wrong, {Squall}?”",""
"{Quistis}
“What's wrong?”",""
"{Irvine}
“What's the deal?”",""
"{Squall}
“It's {Rinoa}.
 Esthar soldiers took her away.”{NewPage}{Squall}
“It was her decision, though. She has
 the Matron's powers, now.”{NewPage}{Squall}
“And she's terrified that she'll no
 longer be able to control herself.”",""
"{Squall}
“She's being taken to the Sorceress
 Memorial right now.”{NewPage}{Squall}
“They're going to seal her away,
 just like they did to Adel...”",""
"{Selphie}
“No!{Wait032}  We have to go get her!”",""
"{Quistis}
“You said she went with
 them willingly!?”",""
"{Squall}
“Yeah.{Wait048}
 She told me not to interfere.”",""
"{Squall}
“She realized all the problems
 she had caused...”{NewPage}{Squall}
“...and she was scared of ever doing
 something like that again.”",""
"{Squall}
“And now that she could no longer
 hide that she's a...{Wait064}you know...”{Wait032}",""
"{Squall}
“And she realized that she could
 never live a normal life again.”{NewPage}{Squall}
“So, she left with them...”",""
"{Quistis}
“Didn't you try to stop her, {Squall}?”",""
"{Squall}
“What was I supposed to do?
 She said it was the right thing to do.”{NewPage}{Squall}
“She wanted to keep everyone safe...{Wait064}
 safe from her...”{Wait032}",""
"{Quistis}
“Oh!{Wait032}  Stop that, {Squall}!{Wait048}
 I don't wanna hear what she said!”",""
"{Quistis}
“Why did you risk your life going after
 her, all the way out in space!?”{NewPage}{Quistis}
“Why did you carry her all the way
 across the ocean on your back!?”{NewPage}{Quistis}
“Why did you even bring her to
 Esthar in the first place!?”",""
"{Quistis}
“But after all that, you think she's
 making the 'right' decision?”{NewPage}{Quistis}
“And you're willing to just let
 her go, without a fight?”",""
"{Quistis}
“Well, good!{Wait048}
 I agree with you!”{NewPage}{Quistis}
“{Rinoa}'s proven herself to be a dangerous
 liability, just as the Matron said.”{NewPage}{Quistis}
“This is probably the safest choice she has...{Wait096}
 And I think it's time you let her go...”{Wait032}",""
"{Quistis}
“But if that really is the decision you
 want to make...”{NewPage}{Quistis}
“...you better be damn sure that you
 believe it's the right one!”{NewPage}{Quistis}
“Because there is no way that I'm gonna
 just stand here watching...”{NewPage}{Quistis}
“...while you make the conscious choice to
 be miserable for the rest of your life!”{NewPage}{Quistis}
“And if you don't think that's what you
 really want for yourself...”{NewPage}{Quistis}
“...then it's time you figured out what
 you do want...{Wait096}and fast.”{Wait032}",""
"{Zell}
“Seriously, {Squall}.
 There's got to be other options.”",""
"(Other options?)",""
"{Squall}
“...Like what?”",""
"({Quistis} is right.
 I don't want to lose {Rinoa}.){NewPage}(I know that...{Wait048}
 But what can I do...?)",""
"(Didn't {Rinoa} tell me not
 to stop her?){NewPage}(And if I tried to do it anyway,
 what would happen...?){NewPage}(What would she say...?{Wait064}
 What would she think of me?)",""
"({Rinoa}...?
 You weren't the only one
 who didn't want to let go...)",""
"(But...{Wait064}what if there IS another way...?)",""
"(I wanted to keep holding her...
 To feel {Rinoa}'s gentle touch...)",""
"(This feeling...
 This feeling that {Rinoa} taught me...)",""
"(There must be some other way...){NewPage}(...a way to help her...){NewPage}(...a way to keep her safe...)",""
"(...{Wait032}...{Wait048}...{Wait064}Odine...)",""
"{Quistis}
“Come on, {Squall}...”{NewPage}{Quistis}
“What are you thinking?”",""
